"Table 2.5.5. Personal Consumption Expenditures by Function"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 03, 2016"
"Line"," ","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"38","        Medical products, appliances, and equipment",0.7,0.7,0.6,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.1,1.3,1.3,1.4,1.6,1.6,1.8,1.9,2.1,2.4,2.5,2.6,2.7,2.8,3.2,3.5,3.7,4.0,4.3,4.7,5.2,5.4,5.7,5.9,6.3,6.5,7.2,8.0,9.2,9.7,10.6,11.5,12.6,13.7,14.9,15.9,18.2,21.0,23.8,26.9,29.7,34.0,38.7,43.1,48.2,53.9,60.7,67.8,77.5,82.6,87.7,92.9,99.4,106.1,116.2,128.9,147.6,169.7,191.2,212.8,234.2,256.7,276.1,291.7,323.1,345.0,357.7,373.5,389.7,412.2,430.4,452.1,493.6,533.4
"39","            Pharmaceutical and other medical products 9",0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.8,1.9,1.9,2.0,2.1,2.4,2.7,2.9,3.2,3.5,3.8,4.1,4.4,4.5,4.7,4.9,5.2,5.7,6.3,7.3,7.7,8.4,9.1,9.9,10.7,11.7,12.4,14.2,16.5,18.7,21.3,23.5,26.9,30.3,33.5,37.2,41.3,45.9,51.9,59.1,65.1,69.6,74.0,79.1,85.1,93.2,103.7,119.8,140.0,159.0,181.0,200.2,220.2,236.3,248.5,276.2,293.4,305.2,320.9,334.1,353.4,369.5,389.3,428.7,465.9
"40","                Pharmaceutical products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",3.1,3.3,3.7,4.0,4.3,4.4,4.5,4.7,5.1,5.6,6.1,7.1,7.5,8.2,8.9,9.6,10.3,11.3,12.0,13.8,16.1,18.3,20.8,23.0,26.3,29.7,32.8,36.4,40.4,44.9,50.8,57.9,63.8,68.2,72.6,77.7,83.8,91.9,102.3,118.3,138.3,157.1,178.9,198.0,217.8,233.6,245.5,272.8,289.6,301.4,317.1,330.1,349.2,365.0,384.7,423.9,461.0
"41","                Other medical products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.3,1.3,1.4,1.4,1.4,1.4,1.3,1.3,1.5,1.7,2.0,2.1,2.2,2.4,2.7,3.0,3.4,3.8,3.8,3.8,4.0,4.2,4.5,4.6,4.8,4.9
"42","            Therapeutic appliances and equipment",0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,1.1,1.0,1.2,1.3,1.4,1.3,1.5,1.7,1.9,1.9,2.2,2.4,2.7,3.0,3.3,3.5,3.9,4.5,5.1,5.7,6.2,7.1,8.4,9.6,11.0,12.6,14.8,15.9,18.4,17.5,18.1,18.9,20.4,21.0,23.0,25.3,27.8,29.7,32.2,31.8,34.0,36.5,39.7,43.2,46.9,51.6,52.5,52.7,55.6,58.9,60.8,62.8,64.9,67.5
"43","        Outpatient services",1.7,1.6,1.4,1.1,1.0,1.1,1.2,1.3,1.4,1.3,1.4,1.5,1.6,1.7,1.8,2.1,2.2,2.9,3.3,3.8,3.8,4.0,4.2,4.6,5.1,5.7,6.0,6.5,7.1,7.9,8.7,9.2,9.6,10.7,11.5,13.5,14.5,15.4,16.3,17.8,19.9,22.3,24.1,26.3,29.9,33.2,38.5,43.4,49.5,54.7,61.5,70.6,83.6,90.7,103.3,115.8,129.4,143.4,164.4,186.2,204.6,232.1,253.8,282.6,297.5,314.6,336.6,351.3,369.1,390.4,407.1,436.6,475.8,514.7,550.6,590.5,626.2,653.0,689.9,725.6,744.7,767.9,797.9,826.9,837.0,872.1,930.8
"44","            Physician services 10",1.0,0.9,0.8,0.7,0.6,0.7,0.7,0.8,0.9,0.8,0.9,0.9,1.0,1.1,1.1,1.3,1.4,1.8,2.1,2.4,2.5,2.6,2.8,3.0,3.3,3.7,3.8,4.2,4.6,5.1,5.5,5.8,5.9,6.5,7.0,8.2,8.6,9.1,10.1,10.9,12.4,14.0,15.3,16.7,18.5,20.4,23.6,25.9,29.7,32.7,37.2,43.3,51.0,55.8,62.9,69.9,77.5,85.4,99.1,112.5,121.9,134.8,144.9,158.7,162.1,168.3,177.8,183.4,190.9,202.0,212.1,229.2,249.3,269.3,291.5,314.2,333.9,348.5,365.7,383.7,392.8,402.8,418.4,432.3,435.3,452.7,484.5
"45","            Dental services",0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2.0,2.0,2.1,2.3,2.3,2.7,2.8,3.0,3.4,3.7,4.3,4.9,5.1,5.6,6.6,7.3,8.2,9.3,10.3,11.3,12.3,13.7,16.1,17.4,18.9,20.6,22.6,24.2,26.8,28.4,30.3,32.4,34.1,37.6,39.6,42.2,45.4,47.8,50.9,54.6,58.5,63.6,69.3,75.6,77.8,83.3,87.9,91.5,97.0,102.0,102.1,104.5,106.7,108.4,109.9,112.7,117.8
"46","            Paramedical services",0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,1.2,1.4,1.6,1.9,2.2,2.7,3.0,3.3,2.8,3.1,3.2,3.4,3.6,4.0,4.8,5.5,6.7,8.2,9.5,10.7,12.1,13.6,16.5,17.5,21.6,25.2,29.4,33.8,38.5,45.3,52.4,64.9,74.8,86.3,95.8,104.1,113.4,120.1,127.3,133.8,136.5,143.8,157.2,169.8,181.3,193.0,204.4,213.0,227.2,240.0,249.8,260.6,272.8,286.2,291.8,306.7,328.5
"47","                Home health care","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",11.0,12.0,14.3,18.4,22.1,27.0,31.9,36.7,41.6,44.5,45.7,45.3,43.2,42.8,45.4,47.0,50.3,53.8,57.0,59.4,64.5,69.0,73.5,77.0,80.4,84.7,87.6,91.3,97.8
"48","                Medical laboratories","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",3.6,4.6,5.4,6.4,7.3,8.3,8.6,9.1,9.5,10.1,11.4,13.2,14.5,16.9,19.7,21.0,23.0,24.8,26.6,27.9,28.8,30.9,32.2,32.6,33.9,33.9,33.6,33.9,35.2
"49","                Other professional medical services 11","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",23.9,28.7,32.6,40.1,45.4,51.1,55.4,58.3,62.3,65.5,70.2,75.2,78.8,84.1,92.0,101.8,108.0,114.3,120.7,125.7,133.9,140.1,144.0,151.0,158.5,167.6,170.5,181.6,195.5
"50","        Hospital and nursing home services",0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,1.0,1.1,1.2,1.4,1.7,2.0,2.2,2.4,2.7,3.0,3.3,3.6,3.9,4.4,4.9,5.5,6.2,6.9,7.5,8.4,9.5,10.6,11.6,13.3,15.7,18.8,22.1,25.4,29.6,33.5,37.3,42.9,50.5,58.5,66.2,76.5,87.3,101.0,118.3,134.5,149.8,160.7,172.8,186.8,201.6,223.9,246.6,274.1,302.0,330.1,351.4,365.9,383.3,400.8,421.8,441.6,456.5,481.8,520.8,568.2,604.1,649.6,696.1,741.2,791.9,830.8,882.6,922.8,966.8,1008.9,1033.9,1080.7,1138.2
"51","            Hospitals 12",0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.3,1.6,1.9,2.0,2.3,2.5,2.9,3.1,3.4,3.7,4.1,4.6,5.3,5.9,6.3,6.8,7.5,8.3,9.1,10.0,11.3,13.2,15.7,18.3,20.9,24.3,27.6,30.6,35.3,41.7,48.6,55.1,63.6,72.9,84.7,100.0,115.2,127.4,135.8,145.8,157.4,170.9,188.8,207.7,228.8,253.3,277.6,295.5,307.2,318.4,330.1,345.5,360.1,373.2,393.9,427.1,469.5,498.4,537.9,577.2,617.0,658.1,690.1,736.6,770.5,808.3,847.3,870.5,912.8,963.7
"52","            Nursing homes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.6,0.7,0.9,1.1,1.5,1.6,2.0,2.4,3.0,3.8,4.5,5.3,6.0,6.7,7.7,8.8,9.9,11.1,12.8,14.4,16.4,18.3,19.3,22.4,24.9,27.0,29.4,30.7,35.1,38.9,45.3,48.7,52.5,55.9,58.7,64.8,70.7,76.3,81.5,83.2,87.9,93.7,98.6,105.7,111.8,119.0,124.2,133.8,140.8,146.1,152.3,158.5,161.6,163.4,167.9,174.4
"53","    Transportation",7.5,6.1,4.9,3.9,3.9,4.5,5.2,6.0,6.4,5.5,6.3,7.0,8.3,5.4,5.4,5.7,6.6,12.1,15.4,18.0,21.2,24.6,24.2,24.4,28.0,27.4,33.4,32.7,35.7,33.7,38.8,40.8,39.3,44.1,47.8,50.7,56.5,59.0,61.0,69.8,75.9,76.5,88.7,98.3,108.6,112.8,124.4,147.4,168.1,184.5,207.1,226.5,250.7,255.9,284.9,321.8,357.4,362.6,376.6,404.8,428.3,442.9,418.3,451.3,485.3,528.2,554.1,598.9,641.8,668.6,729.0,795.4,810.5,813.1,846.0,899.3,960.8,992.9,1032.7,1009.7,867.0,942.1,1052.0,1105.7,1136.2,1168.0,1116.2
"54","        Motor vehicles",2.7,1.7,1.2,0.7,0.8,1.1,1.6,2.0,2.1,1.3,1.8,2.3,2.8,0.4,0.4,0.3,0.3,2.7,5.1,6.6,9.3,12.1,10.6,9.7,12.4,11.4,16.1,14.0,15.5,12.9,16.4,17.1,15.2,18.6,21.2,22.6,26.2,26.2,25.6,30.8,32.0,28.5,36.1,41.4,45.5,38.7,42.4,56.8,66.9,74.8,73.8,66.5,73.4,79.6,100.8,124.4,146.6,164.0,164.2,175.9,180.8,176.9,157.9,176.1,193.9,216.1,220.3,235.8,254.0,280.7,309.7,321.4,342.0,359.7,357.4,362.2,359.3,341.5,344.3,284.8,265.3,286.5,303.8,333.7,352.0,377.3,397.8
"55","            New motor vehicles",2.6,1.7,1.2,0.6,0.8,1.0,1.5,2.0,2.0,1.2,1.7,2.2,2.7,0.1,0.1,0.1,0.0,2.2,4.3,5.4,8.0,10.7,9.0,8.3,11.4,11.1,14.2,12.0,13.0,10.1,13.6,14.5,12.5,15.6,17.9,19.0,22.2,22.0,21.1,26.0,26.8,23.4,30.5,35.2,38.7,31.7,34.6,46.6,55.9,62.7,61.4,54.3,59.1,64.3,82.9,99.7,117.8,134.0,128.8,138.2,139.3,134.7,112.9,126.7,138.9,151.2,147.5,153.0,162.2,179.4,200.1,210.7,230.0,243.6,251.6,252.4,248.9,233.0,233.2,185.2,165.6,182.3,207.9,237.0,250.0,266.1,277.3
"56","            Net purchases of used motor vehicles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.3,0.3,0.5,0.8,1.3,1.3,1.5,1.6,1.4,1.0,0.3,1.9,2.0,2.5,2.8,2.8,2.6,2.7,3.0,3.3,3.6,4.0,4.1,4.5,4.8,5.2,5.0,5.6,6.2,6.8,7.0,7.8,10.2,11.1,12.0,12.4,12.2,14.3,15.3,18.0,24.7,28.8,29.9,35.5,37.7,41.5,42.2,45.0,49.4,55.0,64.9,72.9,82.9,91.7,101.4,109.6,110.7,112.0,116.1,105.8,109.8,110.5,108.5,111.2,99.6,99.7,104.2,96.0,96.8,102.0,111.2,120.5
"57","        Motor vehicle operation",3.3,2.9,2.5,2.2,2.2,2.5,2.6,2.9,3.1,3.1,3.3,3.5,4.1,3.0,2.3,2.6,3.5,6.5,7.4,8.4,9.0,9.7,10.7,11.6,12.6,13.0,14.4,15.7,17.0,17.8,19.1,20.3,20.7,22.0,23.0,24.3,26.2,28.4,30.5,33.5,37.4,41.0,44.9,48.2,53.7,63.4,70.6,77.4,86.4,94.0,115.8,139.7,155.9,154.4,160.2,170.3,182.7,169.4,181.1,194.2,210.5,226.9,221.0,234.7,247.9,266.1,284.9,310.9,330.8,325.5,352.9,399.7,398.5,387.1,418.2,462.0,523.8,570.0,604.7,639.9,522.4,574.7,662.8,681.7,689.4,690.9,615.6
"58","            Motor vehicle parts and accessories",0.6,0.5,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.7,0.3,0.4,0.4,0.7,1.4,1.4,1.3,1.2,1.5,1.5,1.6,1.5,1.3,1.6,1.7,2.0,2.1,2.4,2.5,2.6,2.8,3.0,3.2,3.5,3.8,4.0,4.6,5.4,6.1,7.1,8.0,8.9,9.5,10.3,11.4,12.9,14.4,16.3,17.9,19.6,20.4,22.1,22.8,23.5,23.5,23.9,26.3,27.0,28.3,27.8,28.7,30.8,33.7,35.4,37.6,39.1,39.5,41.1,41.8,41.3,41.7,44.1,47.1,50.6,53.4,56.2,54.8,51.8,55.5,59.6,62.0,64.1,65.4,67.0
"59","            Motor vehicle fuels, lubricants, and fluids",1.8,1.7,1.5,1.5,1.5,1.6,1.7,1.9,2.1,2.1,2.2,2.3,2.6,2.1,1.3,1.4,1.8,3.4,4.0,4.8,5.3,5.5,6.1,6.8,7.4,7.8,8.6,9.4,10.2,10.6,11.3,12.0,12.0,12.6,13.0,13.6,14.8,16.0,17.1,18.6,20.5,21.9,23.2,24.4,28.1,36.1,39.7,43.0,46.9,50.1,66.2,86.7,97.9,94.1,93.1,94.6,97.2,80.1,85.4,88.4,98.7,111.4,108.9,112.9,114.5,116.5,120.4,130.5,134.4,120.8,134.2,168.6,162.5,153.6,179.0,213.4,261.4,295.9,319.9,358.3,260.2,307.3,380.4,390.5,385.6,371.2,283.0
"60","            Motor vehicle maintenance and repair",0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.6,0.5,0.6,0.9,1.6,1.8,2.0,2.2,2.3,2.7,2.8,3.2,3.3,3.6,4.0,4.3,4.4,4.8,5.1,5.4,5.8,6.2,6.6,7.0,7.6,8.2,9.1,10.1,11.4,12.9,14.0,14.7,15.7,18.3,20.5,23.8,26.4,29.8,31.2,33.9,35.1,39.9,45.9,53.4,56.2,61.5,68.3,72.5,73.9,69.4,73.7,78.9,86.5,93.5,100.1,106.3,112.8,119.9,127.4,133.8,136.8,143.5,148.5,155.1,157.3,162.4,158.9,149.2,152.4,161.7,165.2,169.3,176.7,181.3
"61","            Other motor vehicle services",0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.4,1.5,1.7,1.9,2.0,2.0,2.3,2.5,2.9,3.0,3.4,3.9,4.5,4.7,5.2,7.1,8.7,9.6,10.3,11.3,12.3,13.3,15.0,19.4,23.8,29.4,35.7,42.6,50.9,52.5,57.8,61.9,60.9,54.9,51.6,53.0,56.7,63.3,66.1,67.8,61.2,59.6,61.1,64.0,70.4,77.6,84.3
"62","        Public transportation",1.6,1.5,1.2,1.0,0.9,1.0,1.0,1.1,1.2,1.2,1.2,1.3,1.4,1.9,2.7,2.8,2.8,2.9,2.9,3.0,2.9,2.8,3.0,3.1,3.1,3.0,3.0,3.1,3.2,3.1,3.2,3.4,3.4,3.6,3.6,3.8,4.1,4.4,4.9,5.6,6.5,7.1,7.8,8.7,9.4,10.7,11.4,13.2,14.8,15.7,17.5,20.2,21.4,21.9,23.9,27.0,28.1,29.2,31.3,34.6,37.1,39.2,39.3,40.5,43.5,46.0,48.8,52.2,57.1,62.4,66.4,74.3,69.9,66.4,70.4,75.1,77.6,81.5,83.7,85.0,79.3,81.0,85.3,90.3,94.8,99.8,102.9
"63","            Ground transportation 13",1.6,1.5,1.2,1.0,0.9,1.0,1.0,1.1,1.2,1.2,1.2,1.2,1.4,1.9,2.6,2.8,2.8,2.8,2.8,2.9,2.8,2.7,2.8,2.8,2.8,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.6,2.7,2.7,2.7,2.8,3.0,3.1,3.3,3.6,4.0,4.3,4.6,4.7,5.2,5.5,6.0,6.5,6.6,7.1,7.4,8.0,8.4,8.7,9.3,9.8,9.9,10.0,11.2,11.8,12.9,14.0,14.8,15.4,16.1,16.7,17.4,18.1,20.1,21.3,22.9,24.7,24.6,25.3,27.9,29.6,32.5,33.4,34.8,34.5,35.6,38.2,40.3,42.7,44.3,45.1
"64","            Air transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.9,0.9,1.1,1.3,1.5,1.8,2.2,2.8,3.1,3.5,4.1,4.7,5.5,5.9,7.1,8.3,9.1,10.4,12.8,13.4,13.5,15.1,17.6,18.1,19.0,20.9,23.0,24.8,25.9,25.1,25.6,27.7,29.2,31.1,33.3,37.2,40.3,43.0,49.2,42.9,39.5,42.7,44.7,45.4,46.3,47.6,47.4,42.2,42.7,44.3,46.9,48.8,52.1,54.2
"65","            Water transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.5,0.4,0.3,0.2,0.1,0.3,0.6,1.1,1.5,1.8,2.0,2.1,2.2,2.3,2.3,2.4,2.5,2.5,2.6,2.8,2.8,2.5,2.7,2.9,3.1,3.3,3.4,3.6
"66","    Communication",0.7,0.7,0.7,0.6,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,1.0,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.3,3.6,3.9,4.3,4.5,4.8,5.2,5.6,5.9,6.4,6.9,7.5,8.1,8.9,9.7,10.7,11.6,12.8,14.4,16.1,17.7,20.0,22.4,24.3,27.0,29.4,31.8,36.0,41.1,44.8,48.4,53.1,56.9,60.0,63.1,67.3,70.1,73.9,81.1,85.8,93.3,98.9,108.3,120.1,129.5,142.3,158.3,164.9,168.9,174.4,181.1,187.0,201.2,216.4,230.7,230.6,239.6,253.7,264.6,270.9,288.2,296.9
"67","        Telephone and facsimile equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.7,1.0,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.6,1.8,1.9,2.0,2.3,2.7,3.0,3.4,3.7,4.2,4.8,5.5,5.8,6.2,7.5,8.6,9.2,11.2,13.1,13.4,12.7,12.7,13.7,14.5,15.4,16.6,18.3
"68","        Postal and delivery services",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.0,2.1,2.2,2.6,2.7,3.0,3.3,3.6,4.1,4.7,5.0,5.4,5.9,6.3,6.8,7.3,7.5,7.5,7.8,7.8,8.0,8.5,9.2,9.5,9.6,9.8,9.9,9.9,9.7,9.5,9.8,10.2,10.4,11.6,11.9,12.9,12.0,11.7,10.8,10.3,10.3,10.6,10.6
"69","            First-class postal service by U.S. Postal Service (USPS)","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.8,1.9,2.0,2.1,2.5,2.6,2.9,3.2,3.5,4.0,4.7,4.8,5.2,5.6,5.9,6.3,6.7,6.7,6.7,6.8,6.7,6.9,7.2,7.8,8.1,8.2,8.2,8.2,8.1,7.8,7.7,8.0,8.3,8.5,9.6,9.8,10.7,10.0,9.8,8.7,8.1,8.0,8.2,8.1
"70","            Other delivery services (by non-USPS facilities)","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.2,1.3,1.4,1.4,1.4,1.6,1.7,1.8,1.8,1.7,1.8,1.9,1.9,2.1,2.1,2.2,2.0,2.0,2.1,2.2,2.3,2.4,2.5
"71","        Telecommunication services",0.6,0.6,0.6,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.8,1.0,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.2,2.4,2.7,2.8,3.1,3.3,3.6,3.9,4.2,4.5,4.8,5.1,5.5,6.0,6.5,7.0,7.7,8.3,9.3,10.1,11.0,12.4,14.2,15.5,17.7,19.8,21.6,23.9,25.7,27.6,30.9,35.1,38.6,41.8,46.0,49.3,51.9,54.4,58.1,60.7,64.0,71.0,75.0,81.3,85.2,92.8,103.1,110.0,117.6,126.4,131.2,131.3,130.4,132.8,137.7,144.8,149.0,154.0,149.6,152.1,157.1,158.0,156.6,163.3,164.5
"72","        Internet access","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.8,1.6,2.7,3.6,5.5,10.1,16.4,18.2,21.9,26.6,29.5,29.7,33.5,42.3,50.4,56.3,63.0,72.2,81.8,88.6,97.6,103.5
"73","    Recreation",4.5,4.1,3.4,2.5,2.3,2.5,2.7,3.2,3.5,3.4,3.6,3.9,4.5,4.9,5.3,5.8,6.5,9.0,9.8,10.3,10.6,11.7,12.3,13.0,13.8,14.3,15.4,16.4,16.8,17.3,18.8,19.7,20.5,22.1,23.9,26.3,28.9,33.4,35.8,39.9,43.7,47.0,50.1,56.2,63.0,68.9,77.1,86.2,94.9,106.3,118.9,127.4,141.6,151.4,169.3,190.0,207.2,225.4,247.0,273.4,295.7,314.7,326.3,346.8,378.4,414.0,449.8,481.5,509.5,544.3,589.9,633.7,647.0,669.3,704.3,758.7,804.6,854.1,893.8,899.6,861.8,888.3,922.8,968.2,1003.0,1041.8,1087.0
"74","        Video and audio equipment, computers, and related services",1.0,0.9,0.5,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.7,0.7,0.5,0.4,0.5,1.3,1.6,1.7,1.9,2.7,2.6,2.8,3.1,3.3,3.5,3.7,3.6,3.7,4.0,4.1,4.3,4.6,5.0,5.6,6.4,7.6,8.5,9.2,9.8,10.5,11.0,12.4,13.9,15.0,16.8,18.5,20.0,21.7,24.1,25.9,28.7,31.1,38.5,44.2,50.8,58.8,65.3,73.2,77.7,81.1,84.6,89.1,98.7,108.6,119.3,128.0,135.9,149.9,166.1,181.2,184.9,191.4,201.4,223.2,239.0,255.7,269.9,272.7,264.8,276.4,283.1,295.7,302.4,309.2,306.7
"75","            Video and audio equipment","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",2.8,2.8,3.0,3.1,3.4,4.0,4.7,5.8,6.5,7.1,7.4,8.0,8.3,9.4,10.5,11.3,12.6,13.9,14.8,16.2,18.2,19.3,20.6,20.6,24.5,28.1,32.3,36.1,39.5,42.3,43.8,43.7,43.0,44.6,48.1,53.5,56.8,58.5,58.8,65.4,73.0,79.9,82.8,85.9,87.2,94.1,101.4,106.3,106.0,106.7,99.5,99.5,101.7,102.7,103.4,105.1,107.7
"76","            Information processing equipment","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.8,1.7,3.3,3.5,3.3,5.7,6.7,8.8,8.9,9.6,12.5,12.7,16.0,20.5,25.0,29.6,34.2,37.6,40.7,44.1,42.1,44.5,50.5,59.7,67.0,74.9,84.8,83.4,81.2,90.3,91.9,98.6,101.7,104.6,109.2
"77","            Services related to video and audio goods and computers","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1.1,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.9,2.1,2.2,2.3,2.6,2.9,3.2,3.7,4.0,4.6,4.8,5.3,6.0,7.3,8.8,10.7,12.7,15.1,17.0,19.0,22.1,24.9,27.8,29.1,31.8,34.5,34.6,37.4,39.9,42.9,47.0,52.5,57.2,60.0,60.9,63.8,69.4,70.6,74.5,79.1,82.6,84.1,86.6,89.4,94.4,97.3,99.5,89.8
