"Table 2.4.5. Personal Consumption Expenditures by Type of Product"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 03, 2016"
"Line"," ","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"37","            Motor vehicle fuels, lubricants, and fluids (59)",1.8,1.7,1.5,1.5,1.5,1.6,1.7,1.9,2.1,2.1,2.2,2.3,2.6,2.1,1.3,1.4,1.8,3.4,4.0,4.8,5.3,5.5,6.1,6.8,7.4,7.8,8.6,9.4,10.2,10.6,11.3,12.0,12.0,12.6,13.0,13.6,14.8,16.0,17.1,18.6,20.5,21.9,23.2,24.4,28.1,36.1,39.7,43.0,46.9,50.1,66.2,86.7,97.9,94.1,93.1,94.6,97.2,80.1,85.4,88.4,98.7,111.4,108.9,112.9,114.5,116.5,120.4,130.5,134.4,120.8,134.2,168.6,162.5,153.6,179.0,213.4,261.4,295.9,319.9,358.3,260.2,307.3,380.4,390.5,385.6,371.2,283.0
"38","            Fuel oil and other fuels (29)",1.6,1.5,1.3,1.1,1.1,1.3,1.3,1.4,1.4,1.3,1.4,1.5,1.7,1.8,2.0,2.0,2.2,2.5,2.9,3.4,3.0,3.3,3.5,3.4,3.4,3.5,3.7,3.9,4.0,4.1,4.0,3.8,3.7,3.7,4.0,4.1,4.4,4.6,4.8,4.7,4.5,4.4,4.5,5.0,6.2,7.7,8.3,10.0,10.9,11.4,14.1,15.2,15.5,14.2,13.4,13.6,13.3,11.1,11.0,11.5,11.7,12.8,12.3,12.1,12.4,12.7,13.0,14.3,13.2,11.6,12.4,15.9,15.5,14.3,17.4,19.4,22.3,23.7,25.6,30.8,24.3,26.2,29.2,26.4,26.6,27.8,20.7
"39","        Other nondurable goods",5.3,4.6,4.4,3.6,3.4,3.8,4.0,4.4,4.8,4.8,5.1,5.4,6.2,7.2,8.4,9.3,10.5,10.9,12.4,13.6,14.1,15.2,16.9,17.8,18.8,18.8,19.9,21.1,22.6,23.6,25.5,27.1,28.6,30.7,32.5,34.5,37.1,40.8,43.0,46.5,49.5,53.6,55.9,60.0,65.8,72.1,77.7,85.2,91.5,103.3,116.5,129.3,143.5,154.0,168.8,184.6,196.9,209.4,225.9,241.4,263.3,283.6,297.1,314.5,331.4,350.6,371.4,395.2,421.3,451.8,498.0,534.4,563.9,591.4,622.7,657.6,690.4,739.6,770.4,791.9,814.2,849.2,893.5,927.3,959.5,1014.6,1073.0
"40","            Pharmaceutical and other medical products (40 and 41)",0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.8,1.9,1.9,2.0,2.1,2.4,2.7,2.9,3.2,3.5,3.8,4.1,4.4,4.5,4.7,4.9,5.2,5.7,6.3,7.3,7.7,8.4,9.1,9.9,10.7,11.7,12.4,14.2,16.5,18.7,21.3,23.5,26.9,30.3,33.5,37.2,41.3,45.9,51.9,59.1,65.1,69.6,74.0,79.1,85.1,93.2,103.7,119.8,140.0,159.0,181.0,200.2,220.2,236.3,248.5,276.2,293.4,305.2,320.9,334.1,353.4,369.5,389.3,428.7,465.9
"41","            Recreational items (parts of 80, 92, and 93)",0.6,0.5,0.5,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1.0,1.3,1.5,1.6,1.7,1.9,2.2,2.3,2.3,2.3,2.4,2.6,2.7,2.8,3.1,3.4,3.6,3.9,4.3,4.8,5.3,6.0,6.3,7.0,7.6,8.2,8.7,9.6,10.9,12.2,13.1,14.7,15.7,17.7,19.9,22.0,24.8,26.6,28.9,31.5,33.8,35.4,39.1,42.6,47.2,50.9,53.6,57.3,60.7,65.2,68.9,72.8,76.3,80.9,86.7,91.9,94.7,98.4,100.8,105.7,112.6,119.0,124.5,127.5,123.8,127.7,133.2,138.8,144.1,149.4,154.9
"42","            Household supplies (parts of 32 and 36)",1.0,0.9,0.8,0.6,0.6,0.7,0.8,0.9,1.0,0.9,1.0,1.1,1.3,1.5,1.7,1.9,1.9,2.4,3.1,3.4,3.3,3.7,4.0,3.8,4.0,4.0,4.3,4.6,4.9,5.0,5.4,5.8,6.3,6.9,7.3,7.9,8.6,9.5,10.0,10.6,11.0,11.5,11.7,12.4,13.8,15.4,16.8,18.1,19.7,22.5,25.9,29.1,32.2,34.3,36.8,40.0,42.1,44.7,46.4,49.4,51.9,54.2,55.6,58.5,62.1,66.8,70.4,74.4,77.9,79.7,83.9,86.7,89.0,90.8,94.0,97.6,102.0,105.9,106.5,107.8,105.2,108.3,113.2,116.1,119.0,121.6,124.1
"43","            Personal care products (part of 118)",0.6,0.5,0.5,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.7,0.8,0.9,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.3,2.6,2.8,2.9,3.2,3.5,3.9,4.1,4.4,4.8,5.3,5.8,6.3,6.7,7.1,7.5,8.0,9.0,10.0,11.1,12.2,13.8,15.4,17.1,18.7,20.5,21.6,23.7,26.3,28.3,30.4,32.6,34.6,36.9,39.3,40.2,41.4,43.9,47.1,50.2,53.4,56.4,59.9,64.4,68.5,71.0,73.2,77.5,82.8,88.0,93.8,99.0,101.3,100.1,104.7,110.3,114.4,118.6,122.4,126.1
"44","            Tobacco (127)",1.7,1.5,1.5,1.3,1.2,1.4,1.4,1.5,1.7,1.7,1.8,1.9,2.1,2.3,2.6,2.6,2.9,3.4,3.7,4.0,4.1,4.3,4.5,4.9,5.1,4.9,5.1,5.3,5.7,6.0,6.6,6.9,7.1,7.2,7.5,7.6,8.1,8.5,8.9,9.4,9.8,10.8,11.3,12.2,13.2,14.1,15.1,16.8,17.0,18.3,19.2,20.9,22.8,24.3,27.5,29.2,30.8,32.2,34.5,34.7,38.6,41.0,42.4,48.0,48.7,47.3,49.2,51.4,53.8,56.4,65.5,68.5,69.7,70.1,70.5,73.7,76.7,81.0,84.3,86.4,99.5,106.3,108.3,108.9,106.2,104.6,107.9
"45","            Magazines, newspapers, and stationery (part of 90)",0.7,0.7,0.6,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,1.0,1.2,1.3,1.4,1.6,1.8,2.0,2.0,2.1,2.3,2.5,2.6,2.7,2.8,2.9,3.1,3.2,3.4,3.5,3.4,3.8,4.0,4.2,4.5,5.3,5.5,5.8,6.4,6.9,7.1,7.7,8.4,9.2,9.9,10.8,11.9,14.1,16.4,18.1,19.8,21.0,22.4,24.5,25.4,26.6,28.8,31.7,34.0,36.5,37.8,38.8,40.9,43.8,46.1,48.2,50.2,51.9,54.3,56.6,55.0,54.8,55.1,56.8,58.0,59.1,57.7,58.4,58.2,62.8,68.1,73.0,76.6,82.1,89.2
"46","            Net expenditures abroad by U.S. residents (131)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.6,1.1,-0.1,-0.2,0.0,0.2,0.2,0.5,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.1,1.3,1.4,1.5,1.7,1.8,1.9,1.7,1.4,1.2,1.1,0.9,1.0,1.2,1.4,1.8,2.1,2.7,2.7,2.8,3.2,3.0,3.1,2.5,2.7,2.6,2.3,1.0,1.1,1.3,1.6,1.7,3.0,3.2,3.1,3.2,3.4,4.0,4.6,4.7,4.5,4.6,5.0,5.3,6.5,5.3,7.1,6.6,5.6,5.7,4.8
"47","Services",33.6,32.0,29.0,24.6,22.2,23.0,24.3,26.2,28.5,28.3,29.3,30.7,33.6,38.0,43.6,48.1,52.4,58.1,62.6,67.6,70.4,75.4,83.7,90.7,98.2,104.2,111.3,119.4,127.1,134.5,144.9,154.6,163.2,174.1,184.3,198.9,213.9,231.0,248.4,272.8,299.8,328.9,358.9,395.6,434.5,480.5,541.4,603.9,676.3,762.6,851.6,954.8,1068.1,1174.6,1312.7,1434.5,1585.1,1702.8,1835.8,2009.6,2169.0,2334.3,2462.7,2652.4,2828.7,2994.5,3168.6,3350.4,3554.0,3794.3,4020.3,4339.5,4577.9,4785.5,5044.0,5359.8,5713.8,6068.2,6388.9,6637.9,6648.5,6839.4,7092.8,7311.5,7526.7,7892.9,8271.6
"48","    Household consumption expenditures (for services)",32.3,30.7,27.8,23.6,21.3,22.1,23.4,25.3,27.5,27.3,28.3,29.6,32.5,36.7,42.1,46.5,50.6,56.1,60.4,65.3,68.1,72.9,81.1,87.8,95.2,100.9,107.9,115.6,123.1,130.1,140.0,149.5,157.9,168.7,178.6,192.5,206.9,223.5,240.4,264.0,290.4,318.4,347.2,382.8,420.8,465.0,524.4,584.9,655.7,739.6,825.4,924.8,1034.0,1136.7,1272.0,1389.1,1537.2,1650.2,1780.1,1946.3,2101.0,2258.5,2382.6,2564.5,2738.6,2896.7,3066.3,3240.4,3448.4,3670.5,3882.0,4181.5,4398.8,4587.1,4838.5,5153.4,5503.6,5829.0,6140.2,6355.8,6372.5,6564.0,6817.8,7018.7,7221.8,7579.3,7943.7
"49","        Housing and utilities",12.9,12.5,11.8,10.5,9.4,9.1,9.2,9.6,10.2,10.6,10.9,11.3,12.1,13.0,13.5,14.2,14.7,16.3,18.3,20.5,22.6,25.1,28.1,31.2,34.5,37.4,40.0,42.9,45.9,49.2,52.8,56.7,60.3,64.5,68.2,72.1,76.6,81.2,86.3,92.7,101.0,109.4,120.0,131.2,143.5,158.6,176.5,194.7,217.8,244.3,273.4,312.5,352.1,387.5,421.2,457.5,500.6,537.0,571.6,614.4,655.2,696.5,735.2,771.1,814.9,863.3,913.7,962.4,1009.8,1065.5,1123.1,1198.6,1287.5,1333.6,1394.1,1469.1,1583.6,1682.4,1758.2,1839.1,1881.0,1909.0,1959.9,1995.4,2054.2,2142.8,2233.2
"50","            Housing",11.4,11.0,10.2,9.0,7.9,7.6,7.7,8.0,8.5,8.9,9.1,9.4,10.2,10.9,11.4,12.0,12.4,13.7,15.4,17.3,19.1,21.1,23.7,26.3,29.1,31.5,33.6,35.8,38.3,41.0,44.0,47.0,50.0,53.4,56.5,59.8,63.6,67.5,71.9,77.3,84.2,91.0,99.7,108.7,119.0,130.0,142.4,156.0,173.4,194.5,218.0,246.6,277.9,303.0,327.2,357.7,394.6,430.5,461.5,497.3,531.0,570.6,601.5,634.5,666.4,709.5,756.1,795.4,839.2,894.2,948.6,1010.5,1085.5,1133.3,1177.1,1242.2,1332.5,1416.2,1480.0,1543.7,1591.6,1609.7,1660.2,1704.7,1749.1,1823.9,1919.9
"51","                Rental of tenant-occupied nonfarm housing (20)",4.5,4.5,4.3,3.9,3.4,3.3,3.3,3.5,3.8,4.0,4.1,4.3,4.6,4.8,4.8,4.8,4.7,4.9,5.3,5.9,6.5,7.1,7.7,8.4,9.2,9.8,10.1,10.5,11.2,11.8,12.5,13.3,14.2,15.1,16.0,17.0,18.2,19.2,20.4,22.2,24.0,26.0,28.4,30.8,33.7,35.8,39.0,42.6,47.0,51.1,55.7,62.5,71.1,78.9,85.7,94.5,108.4,119.8,126.9,133.9,140.1,150.8,157.7,164.0,169.1,176.1,186.6,192.0,199.2,209.0,218.2,227.9,242.3,249.6,248.7,256.0,268.3,286.8,316.0,336.4,359.7,372.6,402.1,417.7,424.5,451.6,488.0
"52","                Imputed rental of owner-occupied nonfarm housing (21)",5.9,5.6,5.1,4.4,3.8,3.6,3.6,3.8,4.0,4.1,4.2,4.3,4.7,5.2,5.6,6.1,6.5,7.4,8.5,9.7,11.0,12.4,14.1,15.9,17.9,19.7,21.4,23.2,25.0,27.0,29.0,31.3,33.3,35.7,37.8,40.0,42.7,45.3,48.3,51.9,56.6,61.3,67.3,73.7,81.0,89.7,98.8,108.7,121.3,138.1,156.9,178.4,201.0,218.4,235.9,257.4,280.6,305.2,329.1,357.5,384.4,412.8,436.3,462.6,488.5,523.7,559.4,592.9,629.5,674.3,718.9,768.9,829.2,869.2,913.3,968.5,1044.3,1108.8,1142.3,1185.5,1209.9,1214.5,1234.1,1265.5,1303.7,1352.2,1410.9
"53","                Rental value of farm dwellings (22)",0.9,0.9,0.8,0.7,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.3,1.4,1.5,1.4,1.5,1.6,1.7,1.8,1.7,1.7,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.7,2.8,3.0,3.3,3.5,3.7,3.8,4.0,4.0,4.1,4.4,4.7,4.9,5.2,5.3,5.1,5.2,5.2,5.1,5.0,5.0,5.5,5.9,6.3,6.8,7.2,8.1,9.0,9.4,9.8,9.6,10.0,10.6,12.7,13.1,13.6,14.3,16.8,18.8,19.5,20.6,20.5,20.7,21.2,22.4,19.8,19.1,18.2,19.1
"54","                Group housing (23)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.6,0.6,0.7,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.3,1.3,1.5,1.7,1.8,1.9,1.8
"55","            Household utilities",1.5,1.5,1.5,1.5,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.9,1.9,2.0,2.1,2.2,2.3,2.6,2.9,3.2,3.5,4.0,4.4,4.9,5.3,5.9,6.5,7.1,7.6,8.2,8.9,9.7,10.3,11.1,11.7,12.4,13.0,13.7,14.5,15.4,16.8,18.4,20.3,22.5,24.5,28.5,34.1,38.6,44.5,49.8,55.4,65.9,74.1,84.5,94.0,99.8,106.0,106.5,110.1,117.1,124.1,125.9,133.8,136.7,148.6,153.9,157.6,167.0,170.6,171.3,174.6,188.1,202.0,200.2,217.0,226.8,251.1,266.2,278.2,295.4,289.4,299.3,299.7,290.7,305.2,318.9,313.3
"56","                Water supply and sanitation (25)",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.4,1.5,1.6,1.8,1.9,2.1,2.2,2.2,2.4,2.8,3.2,3.6,4.0,4.4,4.9,5.5,6.0,6.7,7.5,8.4,9.4,10.5,11.7,13.1,14.9,17.0,19.1,21.1,22.9,25.3,27.1,28.8,30.3,33.5,36.7,39.3,42.1,44.1,46.2,48.7,50.4,52.4,54.6,56.6,58.7,61.3,65.5,68.0,71.9,74.3,78.0,80.9,83.1,85.4,86.8,88.0
"57","                Electricity and gas",1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.6,1.7,1.7,1.8,1.9,2.1,2.4,2.7,2.9,3.4,3.8,4.2,4.6,5.0,5.6,6.1,6.5,7.1,7.7,8.4,8.9,9.5,9.9,10.5,10.9,11.6,12.3,13.0,14.0,15.2,16.7,18.4,20.1,23.6,28.6,32.6,37.8,42.3,47.0,56.5,63.6,72.8,80.9,84.9,89.0,87.4,89.0,94.2,98.9,98.8,104.9,106.4,115.1,117.2,118.3,124.9,126.6,125.1,125.8,137.6,149.6,145.6,160.4,168.1,189.9,200.7,210.2,223.5,215.1,221.4,218.8,207.6,219.8,232.1,225.3
"58","                    Electricity (27)",0.6,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,1.0,1.0,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.1,2.4,2.7,2.9,3.2,3.5,3.8,4.1,4.4,4.7,5.1,5.3,5.7,6.0,6.3,6.6,7.0,7.5,8.1,8.8,9.6,10.6,11.8,13.3,16.1,19.4,21.6,25.2,28.0,30.7,37.2,42.5,47.0,51.6,55.3,59.3,60.6,63.3,66.8,69.7,71.8,76.6,76.8,82.7,84.5,87.6,90.5,90.7,93.4,93.6,98.4,103.4,107.1,111.5,115.8,128.5,140.7,148.3,155.4,157.0,166.8,166.7,163.3,169.1,176.2,177.4
"59","                    Natural gas (28)",0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.4,1.5,1.6,1.8,2.1,2.3,2.4,2.7,3.0,3.3,3.5,3.8,4.0,4.2,4.3,4.5,4.7,4.9,5.2,5.6,6.1,6.6,6.8,7.5,9.3,11.0,12.6,14.2,16.2,19.3,21.2,25.8,29.3,29.6,29.8,26.8,25.7,27.4,29.2,27.0,28.3,29.6,32.3,32.6,30.7,34.5,35.9,31.7,32.2,39.3,46.2,38.5,48.9,52.3,61.3,60.1,61.9,68.1,58.1,54.6,52.1,44.3,50.6,55.9,48.0
"60","        Health care",2.3,2.2,2.0,1.7,1.5,1.6,1.7,1.9,2.0,2.0,2.1,2.2,2.3,2.6,2.8,3.2,3.4,4.3,5.0,5.8,6.0,6.4,6.9,7.6,8.4,9.3,9.9,10.9,12.0,13.4,14.8,16.0,17.1,19.1,21.0,24.2,26.0,28.7,31.9,36.6,42.1,47.7,53.7,59.8,67.2,76.1,89.0,101.8,115.7,131.2,148.8,171.7,201.9,225.2,253.1,276.5,302.2,330.2,366.0,410.1,451.2,506.2,555.8,612.8,648.8,680.5,719.9,752.1,790.9,832.0,863.6,918.4,996.6,1082.9,1154.6,1240.1,1322.3,1394.2,1481.8,1556.5,1627.4,1690.7,1764.7,1835.9,1870.9,1952.8,2069.0
"61","            Outpatient services",1.7,1.6,1.4,1.1,1.0,1.1,1.2,1.3,1.4,1.3,1.4,1.5,1.6,1.7,1.8,2.1,2.2,2.9,3.3,3.8,3.8,4.0,4.2,4.6,5.1,5.7,6.0,6.5,7.1,7.9,8.7,9.2,9.6,10.7,11.5,13.5,14.5,15.4,16.3,17.8,19.9,22.3,24.1,26.3,29.9,33.2,38.5,43.4,49.5,54.7,61.5,70.6,83.6,90.7,103.3,115.8,129.4,143.4,164.4,186.2,204.6,232.1,253.8,282.6,297.5,314.6,336.6,351.3,369.1,390.4,407.1,436.6,475.8,514.7,550.6,590.5,626.2,653.0,689.9,725.6,744.7,767.9,797.9,826.9,837.0,872.1,930.8
"62","                Physician services (44)",1.0,0.9,0.8,0.7,0.6,0.7,0.7,0.8,0.9,0.8,0.9,0.9,1.0,1.1,1.1,1.3,1.4,1.8,2.1,2.4,2.5,2.6,2.8,3.0,3.3,3.7,3.8,4.2,4.6,5.1,5.5,5.8,5.9,6.5,7.0,8.2,8.6,9.1,10.1,10.9,12.4,14.0,15.3,16.7,18.5,20.4,23.6,25.9,29.7,32.7,37.2,43.3,51.0,55.8,62.9,69.9,77.5,85.4,99.1,112.5,121.9,134.8,144.9,158.7,162.1,168.3,177.8,183.4,190.9,202.0,212.1,229.2,249.3,269.3,291.5,314.2,333.9,348.5,365.7,383.7,392.8,402.8,418.4,432.3,435.3,452.7,484.5
"63","                Dental services (45)",0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2.0,2.0,2.1,2.3,2.3,2.7,2.8,3.0,3.4,3.7,4.3,4.9,5.1,5.6,6.6,7.3,8.2,9.3,10.3,11.3,12.3,13.7,16.1,17.4,18.9,20.6,22.6,24.2,26.8,28.4,30.3,32.4,34.1,37.6,39.6,42.2,45.4,47.8,50.9,54.6,58.5,63.6,69.3,75.6,77.8,83.3,87.9,91.5,97.0,102.0,102.1,104.5,106.7,108.4,109.9,112.7,117.8
"64","                Paramedical services (46)",0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,1.2,1.4,1.6,1.9,2.2,2.7,3.0,3.3,2.8,3.1,3.2,3.4,3.6,4.0,4.8,5.5,6.7,8.2,9.5,10.7,12.1,13.6,16.5,17.5,21.6,25.2,29.4,33.8,38.5,45.3,52.4,64.9,74.8,86.3,95.8,104.1,113.4,120.1,127.3,133.8,136.5,143.8,157.2,169.8,181.3,193.0,204.4,213.0,227.2,240.0,249.8,260.6,272.8,286.2,291.8,306.7,328.5
"65","            Hospital and nursing home services",0.6,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,1.0,1.1,1.2,1.4,1.7,2.0,2.2,2.4,2.7,3.0,3.3,3.6,3.9,4.4,4.9,5.5,6.2,6.9,7.5,8.4,9.5,10.6,11.6,13.3,15.7,18.8,22.1,25.4,29.6,33.5,37.3,42.9,50.5,58.5,66.2,76.5,87.3,101.0,118.3,134.5,149.8,160.7,172.8,186.8,201.6,223.9,246.6,274.1,302.0,330.1,351.4,365.9,383.3,400.8,421.8,441.6,456.5,481.8,520.8,568.2,604.1,649.6,696.1,741.2,791.9,830.8,882.6,922.8,966.8,1008.9,1033.9,1080.7,1138.2
"66","                Hospitals (51)",0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.3,1.6,1.9,2.0,2.3,2.5,2.9,3.1,3.4,3.7,4.1,4.6,5.3,5.9,6.3,6.8,7.5,8.3,9.1,10.0,11.3,13.2,15.7,18.3,20.9,24.3,27.6,30.6,35.3,41.7,48.6,55.1,63.6,72.9,84.7,100.0,115.2,127.4,135.8,145.8,157.4,170.9,188.8,207.7,228.8,253.3,277.6,295.5,307.2,318.4,330.1,345.5,360.1,373.2,393.9,427.1,469.5,498.4,537.9,577.2,617.0,658.1,690.1,736.6,770.5,808.3,847.3,870.5,912.8,963.7
"67","                Nursing homes (52)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.6,0.7,0.9,1.1,1.5,1.6,2.0,2.4,3.0,3.8,4.5,5.3,6.0,6.7,7.7,8.8,9.9,11.1,12.8,14.4,16.4,18.3,19.3,22.4,24.9,27.0,29.4,30.7,35.1,38.9,45.3,48.7,52.5,55.9,58.7,64.8,70.7,76.3,81.5,83.2,87.9,93.7,98.6,105.7,111.8,119.0,124.2,133.8,140.8,146.1,152.3,158.5,161.6,163.4,167.9,174.4
"68","        Transportation services",2.4,2.1,1.8,1.4,1.3,1.5,1.5,1.7,1.8,1.7,1.8,1.9,2.2,2.6,3.2,3.5,3.8,4.7,4.9,5.2,5.3,5.4,6.0,6.3,6.8,6.8,7.1,7.6,8.0,8.1,8.7,9.2,9.6,10.1,10.6,11.4,12.1,13.1,14.3,15.9,18.0,20.0,22.4,24.5,26.1,28.5,32.0,36.2,41.4,45.2,50.7,55.4,59.8,61.7,68.9,80.0,90.1,95.0,103.1,114.2,121.8,126.4,123.7,133.6,146.1,161.9,177.9,195.0,214.3,227.6,244.1,263.5,264.7,258.2,265.5,276.6,289.4,302.1,312.2,311.7,289.7,292.9,308.1,319.5,334.5,354.1,368.4
"69","            Motor vehicle services",0.8,0.6,0.5,0.4,0.4,0.5,0.5,0.5,0.6,0.5,0.6,0.7,0.8,0.6,0.6,0.7,1.0,1.7,2.0,2.3,2.5,2.6,3.0,3.2,3.7,3.8,4.2,4.5,4.9,5.1,5.5,5.8,6.2,6.6,7.0,7.5,8.0,8.6,9.4,10.3,11.5,13.0,14.6,15.8,16.6,17.7,20.6,23.0,26.6,29.5,33.2,35.1,38.4,39.8,45.0,53.0,62.0,65.8,71.8,79.5,84.8,87.2,84.4,93.1,102.6,115.9,129.1,142.8,157.2,165.2,177.7,189.3,194.8,191.8,195.1,201.5,211.8,220.6,228.5,226.7,210.4,211.9,222.8,229.2,239.7,254.2,265.5
"70","                Motor vehicle maintenance and repair (60)",0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.6,0.5,0.6,0.9,1.6,1.8,2.0,2.2,2.3,2.7,2.8,3.2,3.3,3.6,4.0,4.3,4.4,4.8,5.1,5.4,5.8,6.2,6.6,7.0,7.6,8.2,9.1,10.1,11.4,12.9,14.0,14.7,15.7,18.3,20.5,23.8,26.4,29.8,31.2,33.9,35.1,39.9,45.9,53.4,56.2,61.5,68.3,72.5,73.9,69.4,73.7,78.9,86.5,93.5,100.1,106.3,112.8,119.9,127.4,133.8,136.8,143.5,148.5,155.1,157.3,162.4,158.9,149.2,152.4,161.7,165.2,169.3,176.7,181.3
"71","                Other motor vehicle services (61)",0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.4,1.5,1.7,1.9,2.0,2.0,2.3,2.5,2.9,3.0,3.4,3.9,4.5,4.7,5.2,7.1,8.7,9.6,10.3,11.3,12.3,13.3,15.0,19.4,23.8,29.4,35.7,42.6,50.9,52.5,57.8,61.9,60.9,54.9,51.6,53.0,56.7,63.3,66.1,67.8,61.2,59.6,61.1,64.0,70.4,77.6,84.3
"72","            Public transportation",1.6,1.5,1.2,1.0,0.9,1.0,1.0,1.1,1.2,1.2,1.2,1.3,1.4,1.9,2.7,2.8,2.8,2.9,2.9,3.0,2.9,2.8,3.0,3.1,3.1,3.0,3.0,3.1,3.2,3.1,3.2,3.4,3.4,3.6,3.6,3.8,4.1,4.4,4.9,5.6,6.5,7.1,7.8,8.7,9.4,10.7,11.4,13.2,14.8,15.7,17.5,20.2,21.4,21.9,23.9,27.0,28.1,29.2,31.3,34.6,37.1,39.2,39.3,40.5,43.5,46.0,48.8,52.2,57.1,62.4,66.4,74.3,69.9,66.4,70.4,75.1,77.6,81.5,83.7,85.0,79.3,81.0,85.3,90.3,94.8,99.8,102.9
"73","                Ground transportation (63)",1.6,1.5,1.2,1.0,0.9,1.0,1.0,1.1,1.2,1.2,1.2,1.2,1.4,1.9,2.6,2.8,2.8,2.8,2.8,2.9,2.8,2.7,2.8,2.8,2.8,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.6,2.7,2.7,2.7,2.8,3.0,3.1,3.3,3.6,4.0,4.3,4.6,4.7,5.2,5.5,6.0,6.5,6.6,7.1,7.4,8.0,8.4,8.7,9.3,9.8,9.9,10.0,11.2,11.8,12.9,14.0,14.8,15.4,16.1,16.7,17.4,18.1,20.1,21.3,22.9,24.7,24.6,25.3,27.9,29.6,32.5,33.4,34.8,34.5,35.6,38.2,40.3,42.7,44.3,45.1
